x1,x2,x3,x4,x5,x6
921,931,921,1,1,2
918,315,918,1,1,2
916,193,916,1,1,2
923,922,923,1,1,2
919,296,919,1,1,2
919,126,919,1,1,2
923,80,923,1,1,2
937,931,937,1,1,2
940,259,940,1,1,2
935,89,935,1,1,2
938,268,938,1,1,2
937,80,937,1,1,2
942,130,942,1,1,2
950,103,950,1,1,2
946,939,946,1,1,2
948,931,948,1,1,2
946,26,946,1,1,2
951,58,951,1,1,2
955,939,955,1,1,2
967,218,967,1,1,2
964,274,964,1,1,2
969,137,969,1,1,2
970,231,970,1,1,2
981,18,981,1,1,2
981,39,981,1,1,2
976,202,976,1,1,2
975,922,975,1,1,2
978,247,978,1,1,2
984,65,984,1,1,2
991,1935,991,1,1,2
991,1276,991,1,1,2
991,1661,991,1,1,2
991,1554,991,1,1,2
991,1459,991,1,1,2
991,1469,991,1,1,2
987,490,987,1,1,2
992,1215,992,1,1,2
992,1228,992,1,1,2
992,1334,992,1,1,2
992,1200,992,1,1,2
992,1305,992,1,1,2
992,1325,992,1,1,2
992,1242,992,1,1,2
991,939,991,1,1,2
994,931,994,1,1,2
997,74,997,1,1,2
992,1418,992,1,1,2
992,1525,992,1,1,2
992,1425,992,1,1,2
992,1492,992,1,1,2
992,1507,992,1,1,2
992,1684,992,1,1,2
992,1712,992,1,1,2
992,1723,992,1,1,2
992,1891,992,1,1,2
992,1909,992,1,1,2
992,2068,992,1,1,2
994,189,994,1,1,2
1004,128,1004,1,1,2
995,99,995,1,1,2
991,123,991,1,1,2
990,302,990,1,1,2
999,1397,999,1,1,2
999,1506,999,1,1,2
999,1518,999,1,1,2
999,1533,999,1,1,2
999,1143,999,1,1,2
999,1304,999,1,1,2
999,1197,999,1,1,2
999,1592,999,1,1,2
999,1441,999,1,1,2
1008,42,1008,1,1,2
1007,270,1007,1,1,2
1000,2116,1000,1,1,2
1020,238,1020,1,1,2
1020,255,1020,1,1,2
1000,1746,1000,1,1,2
1000,1071,1000,1,1,2
1000,1169,1000,1,1,2
999,1697,999,1,1,2
999,1719,999,1,1,2
999,1731,999,1,1,2
999,1812,999,1,1,2
999,1866,999,1,1,2
999,1887,999,1,1,2
999,1902,999,1,1,2
999,1917,999,1,1,2
999,1991,999,1,1,2
999,2083,999,1,1,2
1010,932,1010,1,1,2
1005,95,1005,1,1,2
1010,24,1010,1,1,2
1023,173,1023,1,1,2
1023,240,1023,1,1,2
1012,223,1012,1,1,2
1012,114,1012,1,1,2
1025,36,1025,1,1,2
1021,199,1021,1,1,2
1015,186,1015,1,1,2
1014,156,1014,1,1,2
1028,146,1028,1,1,2
1028,234,1028,1,1,2
1028,251,1028,1,1,2
1016,73,1016,1,1,2
1032,149,1032,1,1,2
1026,106,1026,1,1,2
1040,203,1040,1,1,2
1040,298,1040,1,1,2
1042,219,1042,1,1,2
1037,44,1037,1,1,2
1035,161,1035,1,1,2
1035,285,1035,1,1,2
1035,932,1035,1,1,2
1054,889,1054,1,1,2
1054,875,1054,1,1,2
1049,610,1049,1,1,2
1049,660,1049,1,1,2
