x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
0.00000000,0.00015157,0.00000000,0.00000000,0.00012834,0.00057376,0.00073031,0.00025281,0.00066284,0.00016227,0.00031656,0.00012816,0.00009563,0.00079066,0.00000000,0.00042563,0.00047247,0.00045646,0.00056629,0.00034716,0.00044425,0.00012597,0.00052793,0.00000000,0.00058433,0.00085543,0.00019906,0.00013590,0.00000000,0.00009300,0.00017516,0.00000000,2.00000000,2.00000000,227.00000000,817.00000000,0.87947261
0.00000000,0.00000000,0.00000000,0.00000000,0.00072631,0.00000000,0.00111043,0.00039882,0.00055737,0.00075458,0.00047524,0.00000000,0.00062480,0.00027185,0.00031972,0.00078444,0.00096727,0.00067141,0.00022298,0.00000000,0.00030524,0.00005197,0.00034476,0.00032485,0.00069628,0.00122991,0.00007039,0.00004070,0.00019626,0.00016401,0.00041849,0.00000000,1.00000000,1.00000000,149.00000000,1.00000000,0.95375907
0.00000000,0.00000000,0.00158215,0.00056832,0.00174195,0.00146855,0.00155627,0.00254832,0.00323561,0.00242655,0.00185233,0.00195755,0.00001249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00061688,0.00000000,0.00293065,0.00157286,0.00037325,0.00142032,0.00079634,0.00153107,0.00172319,0.00173569,0.00123308,0.00128025,0.00071877,0.00065716,855.00000000,855.00000000,1.00000000,181.00000000,0.83849919
0.00000000,0.00009872,0.00000000,0.00000000,0.00000000,0.00000000,0.00001149,0.00009338,0.00031051,0.00040861,0.00082501,0.00203411,0.00060356,0.00106792,0.00033906,0.00029040,0.00013238,0.00042741,0.00082768,0.00097018,0.00057828,0.00094316,0.00046964,0.00073794,0.00058084,0.00039594,0.00047450,0.00113457,0.00083019,0.00052506,0.00028802,0.00125543,1.00000000,1.00000000,88.00000000,1.00000000,0.87150156
0.00000000,0.00045442,0.00028688,0.00013940,0.00044150,0.00048546,0.00042679,0.00005382,0.00014242,0.00089186,0.00042014,0.00000000,0.00002664,0.00164685,0.00064890,0.00034086,0.00023077,0.00002049,0.00016588,0.00047115,0.00048781,0.00106111,0.00000000,0.00099664,0.00000000,0.00048110,0.00000000,0.00078250,0.00060737,0.00015213,0.00029847,0.00082981,574.00000000,574.00000000,1.00000000,109.00000000,0.93044615
0.00000000,0.00009550,0.00050412,0.00014844,0.00100228,0.00045055,0.00042731,0.00000000,0.00009075,0.00032869,0.00022566,0.00027309,0.00046336,0.00041507,0.00057187,0.00025118,0.00047133,0.00000000,0.00003501,0.00019156,0.00000000,0.00000000,0.00022236,0.00018153,0.00023368,0.00050708,0.00051449,0.00000000,0.00000000,0.00000000,0.00011664,0.00002203,196.00000000,196.00000000,1.00000000,2.00000000,0.96735132
0.00000000,0.00037177,0.00025404,0.00030054,0.00008007,0.00000000,0.00010950,0.00085160,0.00030996,0.00019017,0.00028282,0.00088433,0.00037609,0.00049367,0.00033581,0.00000000,0.00008402,0.00000000,0.00030353,0.00022964,0.00014376,0.00000000,0.00064607,0.00000000,0.00033973,0.00033192,0.00059008,0.00023606,0.00000000,0.00000000,0.00000000,0.00001549,1.00000000,1.00000000,2.00000000,62.00000000,0.99583972
0.00000000,0.00027239,0.00000000,0.00000000,0.00036874,0.00000000,0.00083370,0.00000000,0.00041395,0.00056574,0.00055434,0.00040062,0.00064302,0.00009771,0.00074103,0.00028939,0.00032851,0.00010142,0.00033227,0.00006456,0.00000000,0.00022657,0.00049949,0.00080561,0.00042616,0.00071694,0.00000000,0.00057429,0.00168836,0.00087524,0.00030769,0.00000000,1.00000000,1.00000000,194.00000000,1.00000000,0.96083337
0.00000000,0.00000000,0.00091049,0.00086839,0.00101578,0.00000000,0.00093153,0.00155013,0.00023389,0.00078216,0.00045719,0.00115392,0.00019647,0.00041671,0.00000000,0.00011330,0.00054553,0.00085897,0.00015705,0.00043211,0.00122606,0.00063773,0.00064892,0.00026931,0.00000000,0.00000000,0.00025652,0.00070490,0.00258993,0.00124590,0.00090849,0.00096843,1.00000000,1.00000000,92.00000000,1.00000000,0.88882136
0.00000000,0.00031720,0.00006854,0.00000000,0.00022992,0.00034400,0.00028261,0.00092539,0.00062706,0.00050239,0.00010723,0.00106105,0.00153700,0.00027830,0.00000000,0.00049396,0.00026567,0.00000000,0.00004020,0.00032533,0.00049828,0.00035818,0.00061245,0.00062863,0.00026379,0.00114573,0.00031379,0.00000000,0.00010445,0.00012012,0.00000000,0.00038222,71.00000000,71.00000000,1.00000000,92.00000000,0.98903215
0.00000000,0.00000000,0.00000546,0.00000000,0.00000000,0.00008193,0.00015884,0.00024868,0.00018098,0.00015396,0.00021173,0.00006200,0.00003194,0.00009310,0.00000000,0.00000000,0.00021145,0.00015102,0.00013221,0.00027069,0.00010522,0.00005239,0.00002096,0.00007304,0.00008787,0.00008506,0.00010743,0.00007509,0.00001064,0.00001425,0.00001310,0.00001677,144.00000000,144.00000000,1.00000000,2.00000000,0.95014399
0.00000000,0.00009426,0.00011461,0.00017193,0.00014817,0.00019781,0.00039842,0.00011918,0.00009314,0.00013665,0.00019548,0.00042686,0.00025830,0.00038924,0.00000000,0.00018960,0.00022929,0.00009777,0.00000000,0.00000000,0.00000000,0.00000000,0.00012726,0.00000000,0.00008004,0.00065535,0.00018843,0.00015660,0.00004564,0.00055285,0.00025070,0.00012766,1.00000000,1.00000000,177.00000000,1.00000000,0.94193053
0.00000000,0.00000000,0.00002379,0.00002929,0.00007231,0.00008756,0.00006539,0.00022169,0.00008544,0.00006715,0.00000000,0.00006953,0.00000877,0.00011571,0.00010542,0.00012993,0.00017702,0.00016442,0.00017539,0.00001454,0.00000000,0.00000000,0.00000000,0.00000000,0.00002899,0.00004751,0.00001208,0.00010674,0.00010827,0.00001655,0.00002635,0.00002973,2.00000000,2.00000000,60.00000000,912.00000000,0.98371482
0.00000000,0.00015058,0.00013482,0.00007623,0.00004038,0.00008225,0.00014337,0.00005429,0.00001774,0.00005498,0.00006431,0.00005851,0.00003584,0.00000000,0.00005948,0.00006933,0.00004635,0.00009341,0.00024158,0.00000000,0.00015675,0.00000000,0.00008848,0.00000000,0.00007030,0.00011816,0.00000000,0.00010508,0.00000000,0.00002562,0.00005649,0.00001383,166.00000000,166.00000000,369.00000000,1.00000000,0.87921441
0.00000000,0.00005180,0.00004542,0.00002813,0.00002389,0.00003084,0.00001607,0.00006547,0.00000943,0.00001485,0.00000000,0.00001052,0.00000670,0.00006493,0.00000636,0.00009439,0.00003782,0.00001459,0.00000000,0.00000000,0.00000000,0.00004832,0.00004844,0.00007499,0.00004354,0.00004374,0.00000000,0.00000737,0.00007068,0.00003969,0.00000000,0.00004860,1.00000000,1.00000000,2.00000000,140.00000000,0.88596398
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00158916,0.00041394,0.00050586,0.00109369,0.00140127,0.00139240,0.00083931,0.00107083,0.00098207,0.00029557,0.00000000,0.00077497,0.00125904,0.00045666,0.00058054,0.00029198,0.00029693,0.00006981,0.00015964,0.00013848,0.00017893,0.00022685,0.00037261,0.00068950,0.00058899,0.00057941,61.00000000,61.00000000,1.00000000,140.00000000,0.92363280
0.00000000,0.00037511,0.00058908,0.00033561,0.00027399,0.00013865,0.00057965,0.00061768,0.00060095,0.00042979,0.00015314,0.00121056,0.00079115,0.00046102,0.00080450,0.00101060,0.00042931,0.00065772,0.00022476,0.00057709,0.00062337,0.00000000,0.00100471,0.00069594,0.00024412,0.00211393,0.00003960,0.00000000,0.00000000,0.00000000,0.00000000,0.00019672,200.00000000,200.00000000,1.00000000,2.00000000,0.92838168
0.00000000,0.00012095,0.00010389,0.00000000,0.00012141,0.00017016,0.00030498,0.00060191,0.00062872,0.00010008,0.00047495,0.00182728,0.00048013,0.00052910,0.00033438,0.00000000,0.00089459,0.00098126,0.00074369,0.00052341,0.00041311,0.00043880,0.00037871,0.00000000,0.00000000,0.00039950,0.00058669,0.00105816,0.00044487,0.00039874,0.00000000,0.00000000,460.00000000,460.00000000,1.00000000,317.00000000,0.95532328
0.00000000,0.00008122,0.00017424,0.00038038,0.00018698,0.00035916,0.00032990,0.00065747,0.00086710,0.00021461,0.00043152,0.00060255,0.00100390,0.00126542,0.00126961,0.00000000,0.00024849,0.00030001,0.00004996,0.00000000,0.00013214,0.00021154,0.00015106,0.00026192,0.00033377,0.00052504,0.00019312,0.00075442,0.00065888,0.00143094,0.00000000,0.00045004,293.00000000,293.00000000,1.00000000,290.00000000,0.90901512
0.00000000,0.00001934,0.00002512,0.00001507,0.00000986,0.00003059,0.00007519,0.00004306,0.00004572,0.00001707,0.00000000,0.00001814,0.00002702,0.00000000,0.00002182,0.00000000,0.00003890,0.00007051,0.00007321,0.00001337,0.00000000,0.00000930,0.00001036,0.00003737,0.00005032,0.00000551,0.00002021,0.00007429,0.00005435,0.00002935,0.00000000,0.00002367,1.00000000,1.00000000,2.00000000,333.00000000,0.86208636
0.00000000,0.00096244,0.00047205,0.00047495,0.00005461,0.00061509,0.00089453,0.00090811,0.00272139,0.00368297,0.00277194,0.00109041,0.00091409,0.00057312,0.00034048,0.00000000,0.00072179,0.00122709,0.00113987,0.00107473,0.00080388,0.00012224,0.00104654,0.00049864,0.00107580,0.00091588,0.00164154,0.00073785,0.00049372,0.00013772,0.00000000,0.00000000,361.00000000,361.00000000,603.00000000,1.00000000,0.93924320
0.00000000,0.00000000,0.00007344,0.00010499,0.00002804,0.00005715,0.00000000,0.00007817,0.00013525,0.00017478,0.00038175,0.00017585,0.00018267,0.00014777,0.00012400,0.00000000,0.00025577,0.00014148,0.00002723,0.00002501,0.00002358,0.00003100,0.00016149,0.00004262,0.00005906,0.00000000,0.00006102,0.00028618,0.00025966,0.00037318,0.00000000,0.00014667,1.00000000,1.00000000,342.00000000,1.00000000,0.95481217
0.00000000,0.00012581,0.00012316,0.00022176,0.00019892,0.00014287,0.00052195,0.00092047,0.00114605,0.00073604,0.00065948,0.00146622,0.00032640,0.00032609,0.00058903,0.00000000,0.00046076,0.00044408,0.00016496,0.00038522,0.00049900,0.00065198,0.00077128,0.00029859,0.00012475,0.00018726,0.00060287,0.00040048,0.00000000,0.00099804,0.00000000,0.00002294,1.00000000,1.00000000,2.00000000,298.00000000,0.84377122
0.00000000,0.00034314,0.00090903,0.00018856,0.00000000,0.00028519,0.00017088,0.00035446,0.00018969,0.00052564,0.00079083,0.00011777,0.00065472,0.00054889,0.00117171,0.00000000,0.00033784,0.00013407,0.00040396,0.00003663,0.00055163,0.00076556,0.00038983,0.00027863,0.00009823,0.00026657,0.00020445,0.00000000,0.00031232,0.00055214,0.00000000,0.00036105,297.00000000,297.00000000,946.00000000,1.00000000,0.83345032
0.00000000,0.00006119,0.00005767,0.00006029,0.00006555,0.00010238,0.00003673,0.00003581,0.00002522,0.00001538,0.00003448,0.00003775,0.00002247,0.00002514,0.00002325,0.00000000,0.00011079,0.00001720,0.00003015,0.00000913,0.00001871,0.00000587,0.00001726,0.00002242,0.00002938,0.00004986,0.00000000,0.00000000,0.00000000,0.00004755,0.00000000,0.00000000,1.00000000,1.00000000,365.00000000,1.00000000,0.92522830
0.00000000,0.00000000,0.00000372,0.00000983,0.00000999,0.00002540,0.00004171,0.00002833,0.00002660,0.00000649,0.00001182,0.00002443,0.00002094,0.00000327,0.00000148,0.00000000,0.00000619,0.00000881,0.00001547,0.00001550,0.00002801,0.00003341,0.00002986,0.00003575,0.00001811,0.00002102,0.00001392,0.00001759,0.00000579,0.00000777,0.00000000,0.00000204,1.00000000,1.00000000,425.00000000,1.00000000,0.79043120
0.00000000,0.00005530,0.00004004,0.00000000,0.00001991,0.00001370,0.00000000,0.00002002,0.00000000,0.00000000,0.00000000,0.00000846,0.00004838,0.00008611,0.00011902,0.00000000,0.00013149,0.00005357,0.00010906,0.00004533,0.00006108,0.00015894,0.00008167,0.00008355,0.00017864,0.00012063,0.00003836,0.00003960,0.00001666,0.00007598,0.00000000,0.00004258,437.00000000,437.00000000,774.00000000,1.00000000,0.96400166
0.00000000,0.00003301,0.00002690,0.00001433,0.00001392,0.00000516,0.00000708,0.00000000,0.00001844,0.00001949,0.00002210,0.00003590,0.00003021,0.00000445,0.00000494,0.00000000,0.00002423,0.00002276,0.00004178,0.00003911,0.00002822,0.00001850,0.00002080,0.00002200,0.00002264,0.00001871,0.00000687,0.00000629,0.00000385,0.00001379,0.00000000,0.00000221,2.00000000,2.00000000,387.00000000,837.00000000,0.72993898
0.00000000,0.00050337,0.00000000,0.00006838,0.00030153,0.00018005,0.00074828,0.00121396,0.00098350,0.00049296,0.00049885,0.00077667,0.00046226,0.00025154,0.00054234,0.00000000,0.00046056,0.00050084,0.00014842,0.00056152,0.00016331,0.00005560,0.00055176,0.00001004,0.00082551,0.00156546,0.00211495,0.00250765,0.00059094,0.00065902,0.00000000,0.00116537,1.00000000,1.00000000,2.00000000,334.00000000,0.99468291
0.00000000,0.00000000,0.00025972,0.00008699,0.00031064,0.00007755,0.00055984,0.00050700,0.00089206,0.00012829,0.00006325,0.00012340,0.00059547,0.00036626,0.00042236,0.00000000,0.00083052,0.00119559,0.00013581,0.00034077,0.00017657,0.00031363,0.00019259,0.00017409,0.00018266,0.00018893,0.00143161,0.00053511,0.00083804,0.00043492,0.00000000,0.00005686,460.00000000,460.00000000,1.00000000,302.00000000,0.98081726
0.00000000,0.00021777,0.00034582,0.00008024,0.00010910,0.00002241,0.00024090,0.00035196,0.00010437,0.00018764,0.00011462,0.00020119,0.00020543,0.00016401,0.00046314,0.00000000,0.00031408,0.00001524,0.00005708,0.00002963,0.00002958,0.00002271,0.00008941,0.00038470,0.00036618,0.00060968,0.00083135,0.00053410,0.00051851,0.00013243,0.00000000,0.00002473,2.00000000,2.00000000,290.00000000,748.00000000,0.97086608
0.00000000,0.00016302,0.00023532,0.00018060,0.00006196,0.00003282,0.00003043,0.00004741,0.00005643,0.00015238,0.00013035,0.00006517,0.00006924,0.00006358,0.00007664,0.00000000,0.00001334,0.00001442,0.00002442,0.00014075,0.00020081,0.00007737,0.00004219,0.00004738,0.00000703,0.00003259,0.00001640,0.00003122,0.00001663,0.00004636,0.00000000,0.00003561,1.00000000,1.00000000,353.00000000,1.00000000,0.93871838
0.00000000,0.00000826,0.00000041,0.00001734,0.00002273,0.00000620,0.00000227,0.00000000,0.00000736,0.00000359,0.00000395,0.00000946,0.00000150,0.00000854,0.00000796,0.00000000,0.00001162,0.00000242,0.00002366,0.00002604,0.00002371,0.00002135,0.00001151,0.00002544,0.00000719,0.00000447,0.00000368,0.00000000,0.00000755,0.00001301,0.00000000,0.00000000,353.00000000,353.00000000,815.00000000,1.00000000,0.95545572
0.00000000,0.00065043,0.00162937,0.00256796,0.00156049,0.00052132,0.00126094,0.00005941,0.00000000,0.00072812,0.00308994,0.00214718,0.00169816,0.00126398,0.00136478,0.00000000,0.00208778,0.00092015,0.00045373,0.00003459,0.00093370,0.00079482,0.00150884,0.00347377,0.00000000,0.00011457,0.00018485,0.00117132,0.00000000,0.00007041,0.00000000,0.00009889,937.00000000,937.00000000,1.00000000,473.00000000,0.99963212
0.00000000,0.00092527,0.00126903,0.00100519,0.00085979,0.00000000,0.00043389,0.00038320,0.00023906,0.00081549,0.00033999,0.00066513,0.00040110,0.00043196,0.00011578,0.00000000,0.00036321,0.00023476,0.00000000,0.00007640,0.00010491,0.00005490,0.00008770,0.00005362,0.00105613,0.00139767,0.00100739,0.00070802,0.00000000,0.00078019,0.00000000,0.00013328,497.00000000,497.00000000,157.00000000,1.00000000,0.95544899
0.00000000,0.00007053,0.00010894,0.00007338,0.00007294,0.00008441,0.00006993,0.00008649,0.00005990,0.00009901,0.00005129,0.00002748,0.00001130,0.00000913,0.00001544,0.00000000,0.00000000,0.00008524,0.00009746,0.00005662,0.00009468,0.00004034,0.00002820,0.00001411,0.00001790,0.00005180,0.00003694,0.00000984,0.00004626,0.00010832,0.00000000,0.00004493,1.00000000,1.00000000,478.00000000,1.00000000,0.70917898
0.00000000,0.00008530,0.00018699,0.00012279,0.00007644,0.00002424,0.00009589,0.00005272,0.00012624,0.00008742,0.00007928,0.00023240,0.00011362,0.00007091,0.00000000,0.00000000,0.00003997,0.00000236,0.00014470,0.00019736,0.00017817,0.00011703,0.00000000,0.00000487,0.00000869,0.00006608,0.00010010,0.00002356,0.00001985,0.00003524,0.00000000,0.00005029,2.00000000,2.00000000,400.00000000,505.00000000,0.87800723
0.00000000,0.00041654,0.00024214,0.00029137,0.00030520,0.00011218,0.00028382,0.00018029,0.00088124,0.00099671,0.00063553,0.00044965,0.00015549,0.00005833,0.00000000,0.00000000,0.00000000,0.00004242,0.00004877,0.00005764,0.00038021,0.00033009,0.00084429,0.00065798,0.00043719,0.00012686,0.00022142,0.00028328,0.00009606,0.00084299,0.00000000,0.00007067,1.00000000,1.00000000,476.00000000,1.00000000,0.96871078
0.00000000,0.00000000,0.00024409,0.00000000,0.00033164,0.00027519,0.00044481,0.00122166,0.00095669,0.00020492,0.00000000,0.00046564,0.00078770,0.00052231,0.00008710,0.00000000,0.00007829,0.00019931,0.00054471,0.00028962,0.00000000,0.00000000,0.00004662,0.00014719,0.00057074,0.00108363,0.00067980,0.00006775,0.00077104,0.00081820,0.00000000,0.00038341,471.00000000,471.00000000,805.00000000,1.00000000,0.99587327
0.00000000,0.00000000,0.00023672,0.00007498,0.00007724,0.00012745,0.00046638,0.00063293,0.00155142,0.00122767,0.00126083,0.00151635,0.00029282,0.00089840,0.00079648,0.00000000,0.00039289,0.00024820,0.00065729,0.00083530,0.00081720,0.00071125,0.00176399,0.00183629,0.00174020,0.00139881,0.00096581,0.00143080,0.00022128,0.00003429,0.00000000,0.00000000,1.00000000,1.00000000,312.00000000,1.00000000,0.86849403
0.00000000,0.00006795,0.00074375,0.00012796,0.00023205,0.00050096,0.00071429,0.00037473,0.00101120,0.00062443,0.00048104,0.00033335,0.00058650,0.00033527,0.00024974,0.00000000,0.00034753,0.00066397,0.00038978,0.00033418,0.00086466,0.00086444,0.00050890,0.00044487,0.00087271,0.00028606,0.00039483,0.00052965,0.00022061,0.00006646,0.00000000,0.00028191,962.00000000,962.00000000,1.00000000,321.00000000,0.64269108
0.00000000,0.00018258,0.00000000,0.00007974,0.00014978,0.00005679,0.00044143,0.00009042,0.00025586,0.00021030,0.00055234,0.00091704,0.00067077,0.00079255,0.00069443,0.00000000,0.00045978,0.00060870,0.00027252,0.00086506,0.00126010,0.00084224,0.00048464,0.00022397,0.00117046,0.00142665,0.00109649,0.00181439,0.00266002,0.00126665,0.00000000,0.00027198,587.00000000,587.00000000,1.00000000,312.00000000,0.96595669
0.00000000,0.00036868,0.00000000,0.00034035,0.00021553,0.00023989,0.00051125,0.00109473,0.00155245,0.00360135,0.00198451,0.00058449,0.00046896,0.00045897,0.00100023,0.00000000,0.00028233,0.00033396,0.00040879,0.00060919,0.00068279,0.00087896,0.00109262,0.00107075,0.00038180,0.00070732,0.00087989,0.00146643,0.00129410,0.00000000,0.00000000,0.00199919,1.00000000,1.00000000,2.00000000,484.00000000,0.97059745
0.00000000,0.00014705,0.00029270,0.00021770,0.00002809,0.00030118,0.00062107,0.00142699,0.00122383,0.00119547,0.00072642,0.00033228,0.00014186,0.00022253,0.00001453,0.00000000,0.00006785,0.00009873,0.00017001,0.00016067,0.00035841,0.00050833,0.00070634,0.00124030,0.00130272,0.00108858,0.00147158,0.00039431,0.00028037,0.00018629,0.00000000,0.00031760,501.00000000,501.00000000,118.00000000,1.00000000,0.97843939
0.00000000,0.00064667,0.00048638,0.00074559,0.00031650,0.00078870,0.00100462,0.00066159,0.00159297,0.00110321,0.00094237,0.00157840,0.00139229,0.00027397,0.00015353,0.00000000,0.00002453,0.00011371,0.00014982,0.00000000,0.00011245,0.00010705,0.00001166,0.00049292,0.00109895,0.00031371,0.00018188,0.00041703,0.00103723,0.00106522,0.00000000,0.00016981,2.00000000,2.00000000,479.00000000,955.00000000,0.91789538
0.00000000,0.00097829,0.00116223,0.00036017,0.00066421,0.00043951,0.00092514,0.00002102,0.00020024,0.00047433,0.00046154,0.00146462,0.00228209,0.00035393,0.00061598,0.00000000,0.00015270,0.00023947,0.00036008,0.00026160,0.00022163,0.00019128,0.00072080,0.00067401,0.00060520,0.00048725,0.00045355,0.00004353,0.00037972,0.00057627,0.00000000,0.00019759,1.00000000,1.00000000,480.00000000,1.00000000,0.93467408
0.00000000,0.00038325,0.00063014,0.00021111,0.00041139,0.00031797,0.00073757,0.00062750,0.00063127,0.00046893,0.00121662,0.00075365,0.00169241,0.00082296,0.00025353,0.00000000,0.00011274,0.00002330,0.00006102,0.00004899,0.00012613,0.00000000,0.00000000,0.00038231,0.00080412,0.00050929,0.00052564,0.00091599,0.00215720,0.00062723,0.00000000,0.00097055,1.00000000,1.00000000,2.00000000,483.00000000,0.96398622
